OBJECTID,rotacja,sym,sym_w,X,Y
2179,193,3,27,0.000000000000000,0.000000000000000
2180,125,3,28,0.000000000000000,0.000000000000000
2181,100,2,23,0.000000000000000,0.000000000000000
2182,144,1,16,0.000000000000000,0.000000000000000
2183,193,3,22,0.000000000000000,0.000000000000000
2184,165,1,18,0.000000000000000,0.000000000000000
2185,274,3,21,0.000000000000000,0.000000000000000
2186,263,1,18,0.000000000000000,0.000000000000000
2187,57,1,17,0.000000000000000,0.000000000000000
2188,334,3,17,0.000000000000000,0.000000000000000
2189,135,3,25,0.000000000000000,0.000000000000000
2190,121,4,29,0.000000000000000,0.000000000000000
2191,59,2,15,0.000000000000000,0.000000000000000
2192,293,2,27,0.000000000000000,0.000000000000000
2193,2,4,16,0.000000000000000,0.000000000000000
2194,71,3,25,0.000000000000000,0.000000000000000
2195,264,1,26,0.000000000000000,0.000000000000000
2196,293,3,30,0.000000000000000,0.000000000000000
2197,62,1,28,0.000000000000000,0.000000000000000
2198,281,2,23,0.000000000000000,0.000000000000000
2199,351,4,30,0.000000000000000,0.000000000000000
2200,335,3,18,0.000000000000000,0.000000000000000
2201,97,1,19,0.000000000000000,0.000000000000000
2202,142,1,22,0.000000000000000,0.000000000000000
2203,21,1,19,0.000000000000000,0.000000000000000
2204,311,4,21,0.000000000000000,0.000000000000000
2205,111,4,29,0.000000000000000,0.000000000000000
2206,31,4,18,0.000000000000000,0.000000000000000
2207,339,4,15,0.000000000000000,0.000000000000000
2208,345,2,27,0.000000000000000,0.000000000000000
2209,239,3,27,0.000000000000000,0.000000000000000
2210,127,1,20,0.000000000000000,0.000000000000000
2211,280,2,26,0.000000000000000,0.000000000000000
2212,189,3,16,0.000000000000000,0.000000000000000
2213,157,3,28,0.000000000000000,0.000000000000000
2214,0,2,20,0.000000000000000,0.000000000000000
2215,45,1,18,0.000000000000000,0.000000000000000
2216,114,3,17,0.000000000000000,0.000000000000000
2217,352,2,16,0.000000000000000,0.000000000000000
2218,166,2,22,0.000000000000000,0.000000000000000
2219,333,1,28,0.000000000000000,0.000000000000000
2220,3,4,27,0.000000000000000,0.000000000000000
2221,38,2,25,0.000000000000000,0.000000000000000
2222,318,4,17,0.000000000000000,0.000000000000000
2223,134,4,29,0.000000000000000,0.000000000000000
2224,174,2,21,0.000000000000000,0.000000000000000
2225,243,2,16,0.000000000000000,0.000000000000000
2226,108,4,28,0.000000000000000,0.000000000000000
2227,272,2,28,0.000000000000000,0.000000000000000
2228,252,3,25,0.000000000000000,0.000000000000000
2229,325,3,22,0.000000000000000,0.000000000000000
2230,70,1,19,0.000000000000000,0.000000000000000
2231,91,4,18,0.000000000000000,0.000000000000000
2232,11,4,21,0.000000000000000,0.000000000000000
2233,62,2,25,0.000000000000000,0.000000000000000
2234,275,1,20,0.000000000000000,0.000000000000000
2235,299,3,22,0.000000000000000,0.000000000000000
2236,292,3,25,0.000000000000000,0.000000000000000
2237,291,2,28,0.000000000000000,0.000000000000000
2238,77,3,23,0.000000000000000,0.000000000000000
2239,93,3,22,0.000000000000000,0.000000000000000
2240,333,4,28,0.000000000000000,0.000000000000000
2241,117,1,23,0.000000000000000,0.000000000000000
2242,139,3,18,0.000000000000000,0.000000000000000
2243,113,4,16,0.000000000000000,0.000000000000000
2244,108,1,15,0.000000000000000,0.000000000000000
2245,311,1,20,0.000000000000000,0.000000000000000
2246,6,2,19,0.000000000000000,0.000000000000000
2247,89,1,21,0.000000000000000,0.000000000000000
2248,14,3,23,0.000000000000000,0.000000000000000
2249,70,4,25,0.000000000000000,0.000000000000000
2250,349,2,18,0.000000000000000,0.000000000000000
2251,201,2,24,0.000000000000000,0.000000000000000
2252,18,1,16,0.000000000000000,0.000000000000000
2253,12,4,19,0.000000000000000,0.000000000000000
2254,257,3,29,0.000000000000000,0.000000000000000
2255,52,3,17,0.000000000000000,0.000000000000000
2256,354,2,28,0.000000000000000,0.000000000000000
2257,21,2,22,0.000000000000000,0.000000000000000
2258,148,1,18,0.000000000000000,0.000000000000000
2259,331,3,26,0.000000000000000,0.000000000000000
2260,97,2,23,0.000000000000000,0.000000000000000
2261,124,2,15,0.000000000000000,0.000000000000000
2262,323,2,17,0.000000000000000,0.000000000000000
2263,318,1,21,0.000000000000000,0.000000000000000
2264,37,2,21,0.000000000000000,0.000000000000000
2265,239,1,25,0.000000000000000,0.000000000000000
2266,298,3,28,0.000000000000000,0.000000000000000
2267,297,4,22,0.000000000000000,0.000000000000000
2268,53,4,25,0.000000000000000,0.000000000000000
2269,96,4,29,0.000000000000000,0.000000000000000
2270,145,3,21,0.000000000000000,0.000000000000000
2271,213,1,21,0.000000000000000,0.000000000000000
2272,287,2,18,0.000000000000000,0.000000000000000
2273,263,4,20,0.000000000000000,0.000000000000000
2274,319,3,25,0.000000000000000,0.000000000000000
2275,35,1,26,0.000000000000000,0.000000000000000
2276,286,4,29,0.000000000000000,0.000000000000000
2277,124,2,18,0.000000000000000,0.000000000000000
2278,97,1,21,0.000000000000000,0.000000000000000
2279,20,4,24,0.000000000000000,0.000000000000000
2280,13,3,24,0.000000000000000,0.000000000000000
2281,260,2,25,0.000000000000000,0.000000000000000
2282,151,4,21,0.000000000000000,0.000000000000000
2283,193,4,25,0.000000000000000,0.000000000000000
2284,134,2,30,0.000000000000000,0.000000000000000
2285,29,3,27,0.000000000000000,0.000000000000000
2286,346,4,19,0.000000000000000,0.000000000000000
2287,145,2,29,0.000000000000000,0.000000000000000
2288,62,2,16,0.000000000000000,0.000000000000000
2289,306,3,30,0.000000000000000,0.000000000000000
2290,98,4,26,0.000000000000000,0.000000000000000
2291,255,3,25,0.000000000000000,0.000000000000000
2292,196,1,23,0.000000000000000,0.000000000000000
2293,28,2,16,0.000000000000000,0.000000000000000
2294,307,3,25,0.000000000000000,0.000000000000000
2295,17,2,29,0.000000000000000,0.000000000000000
2296,345,2,24,0.000000000000000,0.000000000000000
2297,113,4,30,0.000000000000000,0.000000000000000
2298,146,1,20,0.000000000000000,0.000000000000000
2299,16,1,29,0.000000000000000,0.000000000000000
2300,39,1,28,0.000000000000000,0.000000000000000
2301,145,1,26,0.000000000000000,0.000000000000000
2302,342,3,29,0.000000000000000,0.000000000000000
2303,322,1,27,0.000000000000000,0.000000000000000
2304,305,1,15,0.000000000000000,0.000000000000000
2305,303,2,29,0.000000000000000,0.000000000000000
2306,88,4,30,0.000000000000000,0.000000000000000
2307,56,3,17,0.000000000000000,0.000000000000000
2308,337,4,21,0.000000000000000,0.000000000000000
2309,85,3,24,0.000000000000000,0.000000000000000
2310,315,1,30,0.000000000000000,0.000000000000000
2311,277,4,28,0.000000000000000,0.000000000000000
2312,191,2,15,0.000000000000000,0.000000000000000
2313,149,2,26,0.000000000000000,0.000000000000000
2314,102,2,29,0.000000000000000,0.000000000000000
2315,141,2,29,0.000000000000000,0.000000000000000
2316,39,1,24,0.000000000000000,0.000000000000000
2317,270,3,18,0.000000000000000,0.000000000000000
2318,29,2,19,0.000000000000000,0.000000000000000
2319,46,1,29,0.000000000000000,0.000000000000000
2320,262,1,23,0.000000000000000,0.000000000000000
2321,105,3,23,0.000000000000000,0.000000000000000
2322,337,4,30,0.000000000000000,0.000000000000000
2323,243,1,19,0.000000000000000,0.000000000000000
2324,131,2,28,0.000000000000000,0.000000000000000
2325,83,3,22,0.000000000000000,0.000000000000000
2326,122,1,29,0.000000000000000,0.000000000000000
2327,360,2,25,0.000000000000000,0.000000000000000
2328,79,2,27,0.000000000000000,0.000000000000000
2329,98,3,16,0.000000000000000,0.000000000000000
2330,227,4,15,0.000000000000000,0.000000000000000
2331,202,2,29,0.000000000000000,0.000000000000000
2332,265,2,17,0.000000000000000,0.000000000000000
2333,176,3,30,0.000000000000000,0.000000000000000
2334,166,4,28,0.000000000000000,0.000000000000000
2335,63,1,17,0.000000000000000,0.000000000000000
2336,54,2,30,0.000000000000000,0.000000000000000
2337,70,3,19,0.000000000000000,0.000000000000000
2338,63,2,19,0.000000000000000,0.000000000000000
2339,203,4,22,0.000000000000000,0.000000000000000
2340,170,2,21,0.000000000000000,0.000000000000000
2341,163,4,26,0.000000000000000,0.000000000000000
2342,97,1,15,0.000000000000000,0.000000000000000
2343,237,2,27,0.000000000000000,0.000000000000000
2344,198,1,24,0.000000000000000,0.000000000000000
2345,249,2,23,0.000000000000000,0.000000000000000
2346,126,2,18,0.000000000000000,0.000000000000000
2347,261,3,27,0.000000000000000,0.000000000000000
2348,75,4,22,0.000000000000000,0.000000000000000
2349,30,1,29,0.000000000000000,0.000000000000000
2350,302,4,24,0.000000000000000,0.000000000000000
2351,130,3,23,0.000000000000000,0.000000000000000
2352,47,3,30,0.000000000000000,0.000000000000000
2353,73,2,15,0.000000000000000,0.000000000000000
2354,275,3,25,0.000000000000000,0.000000000000000
2355,157,2,15,0.000000000000000,0.000000000000000
2356,137,1,17,0.000000000000000,0.000000000000000
2357,181,1,28,0.000000000000000,0.000000000000000
2358,344,4,28,0.000000000000000,0.000000000000000
2359,14,4,15,0.000000000000000,0.000000000000000
2360,121,4,29,0.000000000000000,0.000000000000000
2361,87,2,28,0.000000000000000,0.000000000000000
2362,339,1,30,0.000000000000000,0.000000000000000
2363,180,1,18,0.000000000000000,0.000000000000000
2364,315,1,25,0.000000000000000,0.000000000000000
2365,128,4,22,0.000000000000000,0.000000000000000
2366,309,3,15,0.000000000000000,0.000000000000000
2367,184,3,24,0.000000000000000,0.000000000000000
2368,219,3,27,0.000000000000000,0.000000000000000
2369,319,2,19,0.000000000000000,0.000000000000000
2370,252,1,24,0.000000000000000,0.000000000000000
2371,169,4,18,0.000000000000000,0.000000000000000
2372,345,2,16,0.000000000000000,0.000000000000000
2373,168,2,29,0.000000000000000,0.000000000000000
2374,74,2,21,0.000000000000000,0.000000000000000
2375,25,4,27,0.000000000000000,0.000000000000000
2376,341,3,23,0.000000000000000,0.000000000000000
2377,194,3,27,0.000000000000000,0.000000000000000
2378,260,3,29,0.000000000000000,0.000000000000000
2379,70,4,19,0.000000000000000,0.000000000000000
2380,156,4,20,0.000000000000000,0.000000000000000
2381,257,1,15,0.000000000000000,0.000000000000000
2382,111,3,28,0.000000000000000,0.000000000000000
2383,74,2,25,0.000000000000000,0.000000000000000
2384,248,4,21,0.000000000000000,0.000000000000000
2385,346,1,22,0.000000000000000,0.000000000000000
2386,158,2,17,0.000000000000000,0.000000000000000
2387,239,3,26,0.000000000000000,0.000000000000000
2388,20,3,18,0.000000000000000,0.000000000000000
2389,53,2,30,0.000000000000000,0.000000000000000
2390,216,2,20,0.000000000000000,0.000000000000000
2391,197,2,17,0.000000000000000,0.000000000000000
2392,199,2,22,0.000000000000000,0.000000000000000
2393,174,4,29,0.000000000000000,0.000000000000000
2394,36,1,30,0.000000000000000,0.000000000000000
2395,20,1,17,0.000000000000000,0.000000000000000
2396,72,4,28,0.000000000000000,0.000000000000000
2397,148,2,15,0.000000000000000,0.000000000000000
2398,134,1,29,0.000000000000000,0.000000000000000
2399,13,3,28,0.000000000000000,0.000000000000000
2400,331,3,26,0.000000000000000,0.000000000000000
2401,203,1,16,0.000000000000000,0.000000000000000
2402,53,2,25,0.000000000000000,0.000000000000000
2403,29,2,24,0.000000000000000,0.000000000000000
2404,276,1,30,0.000000000000000,0.000000000000000
2405,117,3,21,0.000000000000000,0.000000000000000
2406,267,2,30,0.000000000000000,0.000000000000000
2407,145,3,24,0.000000000000000,0.000000000000000
2408,135,4,21,0.000000000000000,0.000000000000000
2409,183,3,19,0.000000000000000,0.000000000000000
2410,292,4,15,0.000000000000000,0.000000000000000
2411,190,1,30,0.000000000000000,0.000000000000000
2412,127,2,20,0.000000000000000,0.000000000000000
2413,291,4,16,0.000000000000000,0.000000000000000
2414,317,2,22,0.000000000000000,0.000000000000000
2415,302,2,26,0.000000000000000,0.000000000000000
2416,183,4,16,0.000000000000000,0.000000000000000
2417,178,3,30,0.000000000000000,0.000000000000000
2418,342,3,24,0.000000000000000,0.000000000000000
2419,35,3,27,0.000000000000000,0.000000000000000
2420,240,4,20,0.000000000000000,0.000000000000000
2421,357,3,28,0.000000000000000,0.000000000000000
2422,178,1,28,0.000000000000000,0.000000000000000
2423,342,2,24,0.000000000000000,0.000000000000000
2424,337,2,30,0.000000000000000,0.000000000000000
2425,299,3,17,0.000000000000000,0.000000000000000
2426,62,1,26,0.000000000000000,0.000000000000000
2427,174,4,23,0.000000000000000,0.000000000000000
2428,67,1,22,0.000000000000000,0.000000000000000
2429,219,3,23,0.000000000000000,0.000000000000000
2430,199,1,26,0.000000000000000,0.000000000000000
2431,344,1,16,0.000000000000000,0.000000000000000
2432,216,3,19,0.000000000000000,0.000000000000000
2433,164,3,26,0.000000000000000,0.000000000000000
2434,62,1,16,0.000000000000000,0.000000000000000
2435,240,2,19,0.000000000000000,0.000000000000000
2436,27,1,15,0.000000000000000,0.000000000000000
2437,224,4,26,0.000000000000000,0.000000000000000
2438,90,2,15,0.000000000000000,0.000000000000000
2439,45,3,23,0.000000000000000,0.000000000000000
2440,111,2,30,0.000000000000000,0.000000000000000
2441,254,3,28,0.000000000000000,0.000000000000000
2442,121,3,28,0.000000000000000,0.000000000000000
2443,181,4,30,0.000000000000000,0.000000000000000
2444,128,2,30,0.000000000000000,0.000000000000000
2445,41,2,22,0.000000000000000,0.000000000000000
2446,91,2,25,0.000000000000000,0.000000000000000
2447,174,1,26,0.000000000000000,0.000000000000000
2448,185,3,28,0.000000000000000,0.000000000000000
2449,113,2,24,0.000000000000000,0.000000000000000
2450,217,3,15,0.000000000000000,0.000000000000000
2451,196,4,20,0.000000000000000,0.000000000000000
2452,108,3,30,0.000000000000000,0.000000000000000
2453,149,4,20,0.000000000000000,0.000000000000000
2454,59,2,30,0.000000000000000,0.000000000000000
2455,269,4,22,0.000000000000000,0.000000000000000
2456,131,2,23,0.000000000000000,0.000000000000000
2457,242,4,22,0.000000000000000,0.000000000000000
2458,194,4,24,0.000000000000000,0.000000000000000
2459,35,1,26,0.000000000000000,0.000000000000000
2460,45,3,24,0.000000000000000,0.000000000000000
2461,171,2,30,0.000000000000000,0.000000000000000
2462,90,4,25,0.000000000000000,0.000000000000000
2463,189,3,16,0.000000000000000,0.000000000000000
2464,356,3,19,0.000000000000000,0.000000000000000
2465,123,3,19,0.000000000000000,0.000000000000000
2466,263,3,20,0.000000000000000,0.000000000000000
2467,202,4,26,0.000000000000000,0.000000000000000
2468,319,2,19,0.000000000000000,0.000000000000000
2469,190,1,19,0.000000000000000,0.000000000000000
2470,151,3,15,0.000000000000000,0.000000000000000
2471,275,2,24,0.000000000000000,0.000000000000000
2472,10,3,21,0.000000000000000,0.000000000000000
2473,290,2,22,0.000000000000000,0.000000000000000
2474,124,2,15,0.000000000000000,0.000000000000000
2475,351,3,30,0.000000000000000,0.000000000000000
2476,229,1,29,0.000000000000000,0.000000000000000
2477,339,2,24,0.000000000000000,0.000000000000000
2478,161,3,22,0.000000000000000,0.000000000000000
2479,157,2,18,0.000000000000000,0.000000000000000
2480,159,3,23,0.000000000000000,0.000000000000000
2481,172,1,24,0.000000000000000,0.000000000000000
2482,2,1,19,0.000000000000000,0.000000000000000
2483,310,1,29,0.000000000000000,0.000000000000000
2484,310,3,29,0.000000000000000,0.000000000000000
2485,129,2,23,0.000000000000000,0.000000000000000
2486,165,3,27,0.000000000000000,0.000000000000000
2487,180,1,22,0.000000000000000,0.000000000000000
2488,190,1,20,0.000000000000000,0.000000000000000
2489,347,4,28,0.000000000000000,0.000000000000000
2490,324,4,30,0.000000000000000,0.000000000000000
2491,100,1,27,0.000000000000000,0.000000000000000
2492,45,3,26,0.000000000000000,0.000000000000000
2493,35,2,20,0.000000000000000,0.000000000000000
2494,232,4,24,0.000000000000000,0.000000000000000
2495,27,1,19,0.000000000000000,0.000000000000000
2496,80,1,28,0.000000000000000,0.000000000000000
2497,203,2,15,0.000000000000000,0.000000000000000
2498,33,2,24,0.000000000000000,0.000000000000000
2499,56,3,24,0.000000000000000,0.000000000000000
2500,360,3,20,0.000000000000000,0.000000000000000
2501,277,4,25,0.000000000000000,0.000000000000000
2502,89,1,16,0.000000000000000,0.000000000000000
2503,327,2,18,0.000000000000000,0.000000000000000
2504,229,2,17,0.000000000000000,0.000000000000000
2505,14,2,17,0.000000000000000,0.000000000000000
2506,64,3,20,0.000000000000000,0.000000000000000
2507,307,1,19,0.000000000000000,0.000000000000000
2508,74,3,18,0.000000000000000,0.000000000000000
2509,53,3,16,0.000000000000000,0.000000000000000
2510,283,1,25,0.000000000000000,0.000000000000000
2511,19,3,20,0.000000000000000,0.000000000000000
2512,305,3,21,0.000000000000000,0.000000000000000
2513,220,3,16,0.000000000000000,0.000000000000000
2514,35,2,29,0.000000000000000,0.000000000000000
2515,352,4,25,0.000000000000000,0.000000000000000
2516,20,4,19,0.000000000000000,0.000000000000000
2517,122,2,20,0.000000000000000,0.000000000000000
2518,189,2,21,0.000000000000000,0.000000000000000
2519,297,3,28,0.000000000000000,0.000000000000000
2520,335,3,16,0.000000000000000,0.000000000000000
2521,78,3,17,0.000000000000000,0.000000000000000
2522,90,4,27,0.000000000000000,0.000000000000000
2523,169,4,16,0.000000000000000,0.000000000000000
2524,35,1,21,0.000000000000000,0.000000000000000
2525,45,1,26,0.000000000000000,0.000000000000000
2526,75,2,20,0.000000000000000,0.000000000000000
2527,357,4,22,0.000000000000000,0.000000000000000
2528,93,4,20,0.000000000000000,0.000000000000000
2529,10,4,19,0.000000000000000,0.000000000000000
2530,305,2,29,0.000000000000000,0.000000000000000
2531,329,2,21,0.000000000000000,0.000000000000000
2532,12,1,28,0.000000000000000,0.000000000000000
2533,227,3,21,0.000000000000000,0.000000000000000
2534,15,2,17,0.000000000000000,0.000000000000000
2535,76,1,23,0.000000000000000,0.000000000000000
2536,12,3,15,0.000000000000000,0.000000000000000
2537,75,4,28,0.000000000000000,0.000000000000000
2538,182,2,20,0.000000000000000,0.000000000000000
2539,38,3,24,0.000000000000000,0.000000000000000
2540,320,2,19,0.000000000000000,0.000000000000000
2541,62,1,23,0.000000000000000,0.000000000000000
2542,326,3,29,0.000000000000000,0.000000000000000
2543,271,4,28,0.000000000000000,0.000000000000000
2544,29,2,16,0.000000000000000,0.000000000000000
2545,325,4,22,0.000000000000000,0.000000000000000
2546,41,2,21,0.000000000000000,0.000000000000000
2547,317,2,18,0.000000000000000,0.000000000000000
2548,150,3,25,0.000000000000000,0.000000000000000
2549,152,4,15,0.000000000000000,0.000000000000000
2550,300,3,26,0.000000000000000,0.000000000000000
2551,148,2,24,0.000000000000000,0.000000000000000
2552,318,2,25,0.000000000000000,0.000000000000000
2553,185,4,24,0.000000000000000,0.000000000000000
2554,331,3,15,0.000000000000000,0.000000000000000
2555,62,2,29,0.000000000000000,0.000000000000000
2556,279,4,28,0.000000000000000,0.000000000000000
2557,278,1,19,0.000000000000000,0.000000000000000
2558,269,2,21,0.000000000000000,0.000000000000000
2559,259,1,18,0.000000000000000,0.000000000000000
2560,312,4,24,0.000000000000000,0.000000000000000
2561,75,3,20,0.000000000000000,0.000000000000000
2562,320,2,15,0.000000000000000,0.000000000000000
2563,126,2,18,0.000000000000000,0.000000000000000
2564,154,2,15,0.000000000000000,0.000000000000000
2565,349,3,18,0.000000000000000,0.000000000000000
2566,156,4,30,0.000000000000000,0.000000000000000
2567,140,4,16,0.000000000000000,0.000000000000000
2568,342,4,15,0.000000000000000,0.000000000000000
2569,241,2,25,0.000000000000000,0.000000000000000
2570,107,4,17,0.000000000000000,0.000000000000000
2571,279,3,21,0.000000000000000,0.000000000000000
2572,115,1,26,0.000000000000000,0.000000000000000
2573,1,3,24,0.000000000000000,0.000000000000000
2574,274,4,27,0.000000000000000,0.000000000000000
2575,5,2,30,0.000000000000000,0.000000000000000
2576,118,1,24,0.000000000000000,0.000000000000000
2577,36,4,17,0.000000000000000,0.000000000000000
2578,219,3,15,0.000000000000000,0.000000000000000
2579,223,3,29,0.000000000000000,0.000000000000000
2580,101,3,24,0.000000000000000,0.000000000000000
2581,88,4,27,0.000000000000000,0.000000000000000
2582,58,4,20,0.000000000000000,0.000000000000000
2583,0,3,29,0.000000000000000,0.000000000000000
2584,186,3,20,0.000000000000000,0.000000000000000
2585,179,1,18,0.000000000000000,0.000000000000000
2586,192,1,21,0.000000000000000,0.000000000000000
2587,344,3,27,0.000000000000000,0.000000000000000
2588,251,2,18,0.000000000000000,0.000000000000000
2589,290,1,17,0.000000000000000,0.000000000000000
2590,131,3,17,0.000000000000000,0.000000000000000
2591,279,4,23,0.000000000000000,0.000000000000000
2592,225,4,25,0.000000000000000,0.000000000000000
2593,48,4,24,0.000000000000000,0.000000000000000
2594,152,2,26,0.000000000000000,0.000000000000000
2595,17,1,21,0.000000000000000,0.000000000000000
2596,152,4,18,0.000000000000000,0.000000000000000
2597,71,4,27,0.000000000000000,0.000000000000000
2598,127,1,16,0.000000000000000,0.000000000000000
2599,79,4,16,0.000000000000000,0.000000000000000
2600,329,2,24,0.000000000000000,0.000000000000000
2601,125,3,27,0.000000000000000,0.000000000000000
2602,305,1,15,0.000000000000000,0.000000000000000
2603,344,4,23,0.000000000000000,0.000000000000000
2604,341,3,24,0.000000000000000,0.000000000000000
2605,72,1,15,0.000000000000000,0.000000000000000
2606,222,3,21,0.000000000000000,0.000000000000000
2607,138,1,23,0.000000000000000,0.000000000000000
2608,206,2,30,0.000000000000000,0.000000000000000
2609,189,4,23,0.000000000000000,0.000000000000000
2610,159,4,27,0.000000000000000,0.000000000000000
2611,113,4,24,0.000000000000000,0.000000000000000
2612,287,1,20,0.000000000000000,0.000000000000000
2613,360,4,27,0.000000000000000,0.000000000000000
2614,219,4,26,0.000000000000000,0.000000000000000
2615,146,3,29,0.000000000000000,0.000000000000000
2616,277,4,24,0.000000000000000,0.000000000000000
2617,132,1,20,0.000000000000000,0.000000000000000
2618,13,4,21,0.000000000000000,0.000000000000000
2619,161,3,30,0.000000000000000,0.000000000000000
2620,78,1,19,0.000000000000000,0.000000000000000
2621,204,2,26,0.000000000000000,0.000000000000000
2622,172,4,28,0.000000000000000,0.000000000000000
2623,264,4,15,0.000000000000000,0.000000000000000
2624,334,4,29,0.000000000000000,0.000000000000000
2625,143,3,23,0.000000000000000,0.000000000000000
2626,353,3,22,0.000000000000000,0.000000000000000
2627,236,3,18,0.000000000000000,0.000000000000000
2628,27,4,18,0.000000000000000,0.000000000000000
2629,105,4,30,0.000000000000000,0.000000000000000
2630,17,2,30,0.000000000000000,0.000000000000000
2631,196,3,19,0.000000000000000,0.000000000000000
2632,96,4,20,0.000000000000000,0.000000000000000
2633,262,3,23,0.000000000000000,0.000000000000000
2634,269,1,28,0.000000000000000,0.000000000000000
2635,290,4,24,0.000000000000000,0.000000000000000
2636,9,1,17,0.000000000000000,0.000000000000000
2637,315,1,25,0.000000000000000,0.000000000000000
2638,17,2,30,0.000000000000000,0.000000000000000
2639,167,1,28,0.000000000000000,0.000000000000000
2640,220,2,28,0.000000000000000,0.000000000000000
2641,15,1,15,0.000000000000000,0.000000000000000
2642,289,4,25,0.000000000000000,0.000000000000000
2643,49,2,24,0.000000000000000,0.000000000000000
2644,334,1,17,0.000000000000000,0.000000000000000
2645,160,2,21,0.000000000000000,0.000000000000000
2646,206,2,18,0.000000000000000,0.000000000000000
2647,179,2,15,0.000000000000000,0.000000000000000
2648,141,3,19,0.000000000000000,0.000000000000000
2649,321,4,16,0.000000000000000,0.000000000000000
2650,248,2,20,0.000000000000000,0.000000000000000
2651,122,3,19,0.000000000000000,0.000000000000000
2652,181,2,29,0.000000000000000,0.000000000000000
2653,343,2,19,0.000000000000000,0.000000000000000
2654,296,3,21,0.000000000000000,0.000000000000000
2655,82,3,27,0.000000000000000,0.000000000000000
2656,352,4,30,0.000000000000000,0.000000000000000
2657,56,1,25,0.000000000000000,0.000000000000000
2658,139,1,22,0.000000000000000,0.000000000000000
2659,317,3,19,0.000000000000000,0.000000000000000
2660,92,1,30,0.000000000000000,0.000000000000000
2661,286,2,22,0.000000000000000,0.000000000000000
2662,30,4,26,0.000000000000000,0.000000000000000
2663,94,2,30,0.000000000000000,0.000000000000000
2664,63,3,21,0.000000000000000,0.000000000000000
2665,307,4,16,0.000000000000000,0.000000000000000
2666,329,2,20,0.000000000000000,0.000000000000000
2667,199,4,24,0.000000000000000,0.000000000000000
2668,229,3,15,0.000000000000000,0.000000000000000
2669,256,3,20,0.000000000000000,0.000000000000000
2670,340,1,19,0.000000000000000,0.000000000000000
2671,334,2,29,0.000000000000000,0.000000000000000
2672,19,3,30,0.000000000000000,0.000000000000000
2673,35,2,19,0.000000000000000,0.000000000000000
2674,61,3,18,0.000000000000000,0.000000000000000
2675,117,1,29,0.000000000000000,0.000000000000000
2676,163,1,28,0.000000000000000,0.000000000000000
2677,325,4,30,0.000000000000000,0.000000000000000
2678,278,3,28,0.000000000000000,0.000000000000000
2679,76,1,20,0.000000000000000,0.000000000000000
2680,344,2,25,0.000000000000000,0.000000000000000
2681,142,2,29,0.000000000000000,0.000000000000000
2682,19,1,21,0.000000000000000,0.000000000000000
2683,140,1,15,0.000000000000000,0.000000000000000
2684,192,3,21,0.000000000000000,0.000000000000000
2685,152,2,17,0.000000000000000,0.000000000000000
2686,160,4,24,0.000000000000000,0.000000000000000
2687,348,1,25,0.000000000000000,0.000000000000000
2688,287,4,29,0.000000000000000,0.000000000000000
2689,47,4,24,0.000000000000000,0.000000000000000
2690,286,4,28,0.000000000000000,0.000000000000000
2691,175,4,28,0.000000000000000,0.000000000000000
2692,233,1,29,0.000000000000000,0.000000000000000
2693,290,4,20,0.000000000000000,0.000000000000000
2694,119,3,21,0.000000000000000,0.000000000000000
2695,123,1,15,0.000000000000000,0.000000000000000
2696,220,2,16,0.000000000000000,0.000000000000000
2697,121,1,28,0.000000000000000,0.000000000000000
2698,206,1,16,0.000000000000000,0.000000000000000
2699,174,2,17,0.000000000000000,0.000000000000000
2700,238,4,18,0.000000000000000,0.000000000000000
2701,343,4,29,0.000000000000000,0.000000000000000
2702,182,1,17,0.000000000000000,0.000000000000000
2703,181,1,19,0.000000000000000,0.000000000000000
2704,119,1,25,0.000000000000000,0.000000000000000
2705,248,1,30,0.000000000000000,0.000000000000000
2706,128,1,15,0.000000000000000,0.000000000000000
2707,66,3,15,0.000000000000000,0.000000000000000
2708,345,2,19,0.000000000000000,0.000000000000000
2709,92,2,15,0.000000000000000,0.000000000000000
2710,85,1,25,0.000000000000000,0.000000000000000
2711,195,1,24,0.000000000000000,0.000000000000000
2712,299,3,17,0.000000000000000,0.000000000000000
2713,280,3,16,0.000000000000000,0.000000000000000
2714,5,4,23,0.000000000000000,0.000000000000000
2715,148,4,16,0.000000000000000,0.000000000000000
2716,35,4,21,0.000000000000000,0.000000000000000
2717,1,4,28,0.000000000000000,0.000000000000000
2718,253,2,17,0.000000000000000,0.000000000000000
2719,253,1,29,0.000000000000000,0.000000000000000
2720,77,1,15,0.000000000000000,0.000000000000000
2721,218,2,30,0.000000000000000,0.000000000000000
2722,239,2,23,0.000000000000000,0.000000000000000
2723,112,4,26,0.000000000000000,0.000000000000000
2724,267,3,24,0.000000000000000,0.000000000000000
2725,357,4,23,0.000000000000000,0.000000000000000
2726,352,3,28,0.000000000000000,0.000000000000000
2727,293,4,28,0.000000000000000,0.000000000000000
2728,126,4,30,0.000000000000000,0.000000000000000
2729,126,4,18,0.000000000000000,0.000000000000000
2730,94,4,21,0.000000000000000,0.000000000000000
2731,339,4,23,0.000000000000000,0.000000000000000
2732,286,1,28,0.000000000000000,0.000000000000000
2733,143,2,22,0.000000000000000,0.000000000000000
2734,90,2,16,0.000000000000000,0.000000000000000
2735,354,2,30,0.000000000000000,0.000000000000000
2736,243,1,18,0.000000000000000,0.000000000000000
2737,136,4,25,0.000000000000000,0.000000000000000
